iter	RMSE
381	0.2470243805
382	0.2465157111
383	0.2462077096
384	0.2456131478
385	0.2450108182
386	0.2444345111
387	0.2438550017
388	0.2435748827
389	0.2430458775
390	0.2424931761
391	0.2419462613
392	0.2414652373
393	0.2410382439
394	0.2405750693
395	0.2404562018
396	0.239988895
397	0.239573715
398	0.2390850157
399	0.2385428499
400	0.2380198852
401	0.2375595094
402	0.2373046096
403	0.2367607008
404	0.2365238237
405	0.2363483658
406	0.2358276222
407	0.2353774497
408	0.2349518121
409	0.2345917881
410	0.2343472874
411	0.2337744756
412	0.2334022549
413	0.2328890165
414	0.2323040918
415	0.2318822385
416	0.2313377445
417	0.2311118542
418	0.2304633156
419	0.2300680616
420	0.2295818356
421	0.2291835905
422	0.228790602
423	0.2283556413
424	0.2279179004
425	0.2274932989
426	0.2272758558
427	0.227060146
428	0.2265305427
429	0.2260936915
430	0.2255357016
431	0.2251048291
432	0.2247441748
433	0.2242393033
434	0.2239607491
435	0.2237497162
436	0.2235542335
437	0.2230959347
438	0.2226297275
439	0.22211661
440	0.2216827195
441	0.2211058552
442	0.2206914882
443	0.2203406308
444	0.219976015
445	0.2196690947
446	0.2193478993
447	0.2191733343
448	0.2187250158
449	0.2181688527
450	0.217744936
451	0.2173947923
452	0.2171601623
453	0.2167285563
454	0.2163565307
455	0.2160175936
456	0.2157646811
457	0.2153545858
458	0.2148854598
459	0.2148029786
460	0.2144767457
461	0.2140443555
462	0.2138266229
463	0.2137544932
464	0.2133668978
465	0.212964585
466	0.2126510852
467	0.2123306367
468	0.2118147266
469	0.2114393272
470	0.2113621353
471	0.211145726
472	0.2107879149
473	0.2105389543
474	0.2101009577
475	0.2097003861
476	0.2093131919
477	0.2089628954
478	0.2087558355
479	0.2083514383
480	0.2078378424
481	0.2074593182
482	0.2071096896
483	0.2067210044
484	0.2063712021
485	0.2060757496
486	0.2055485809
487	0.2052345377
488	0.205161705
489	0.2050915584
490	0.2048419244
491	0.204574452
492	0.204232801
493	0.2039797841
494	0.2035837779
495	0.2033890688
496	0.2031410424
497	0.2026405708
498	0.202254813
499	0.2017265609
500	0.2015871203
501	0.2013065448
502	0.2010529457
503	0.2009898482
504	0.2006730564
505	0.2004620983
506	0.2000733952
507	0.1997051947
508	0.1993619422
509	0.1992214049
510	0.1987482377
511	0.1985249633
512	0.1984026858
513	0.1982895403
514	0.1977826188
515	0.1972417637
516	0.1969925634
517	0.1965131924
518	0.1962805541
519	0.195976745
520	0.1956344838
521	0.1951944331
522	0.1949023521
523	0.1944556446
524	0.1943958897
525	0.1943383462
526	0.1941521011
527	0.1938931611
528	0.1935113977
529	0.1931138756
530	0.1928777527
531	0.1925873687
532	0.1923451753
533	0.1922118646
534	0.1921338616
535	0.1916484991
536	0.191291398
537	0.1908751014
538	0.1905727219
539	0.1902591695
540	0.1901064914
541	0.1897947883
542	0.189578542
543	0.18952525
544	0.1890520935
545	0.1886281934
546	0.1883321816
547	0.1879628399
548	0.1879112927
549	0.1878364323
550	0.1873717234
551	0.1871556445
552	0.1867964691
553	0.1864269551
554	0.1862492426
555	0.1860124915
556	0.1858131283
557	0.1855079375
558	0.1853335303
559	0.1852531527
560	0.1852033213
561	0.1848556833
562	0.1847846232
563	0.1846647428
564	0.1843286164
565	0.1840092852
566	0.1836993931
567	0.1834438134
568	0.1830889733
569	0.182635442
570	0.1823933297
571	0.1821845025
572	0.181868575
573	0.1816578486
574	0.1812827713
575	0.1810825239
576	0.1807839906
577	0.1806841231
578	0.1804193418
579	0.1801448296
580	0.1797526674
581	0.1793592433
582	0.1791346964
583	0.1787213461
584	0.1784169363
585	0.1782183809
586	0.1780034752
587	0.1776988803
588	0.1774036274
589	0.1773085772
590	0.1770453868
591	0.1768434602
592	0.1766961908
593	0.1763231964
594	0.1759650319
595	0.1757409122
596	0.175584692
597	0.1753743526
598	0.1750896098
599	0.1749870806
600	0.1747678062
601	0.1743900297
602	0.1741746692
603	0.1738442108
604	0.1735766831
605	0.1732355674
606	0.173149286
607	0.1729146508
608	0.172516706
609	0.1723213934
610	0.1721966273
611	0.1719001266
612	0.1716933138
613	0.1715149544
614	0.1713421442
615	0.1711522687
616	0.1708790536
617	0.1706539328
618	0.1703099318
619	0.1699688527
620	0.1698032334
621	0.1694841537
622	0.169297506
623	0.1689361411
624	0.1687425921
625	0.1685263368
626	0.1681307601
627	0.168041828
628	0.1678317338
629	0.1676912102
630	0.1673959324
631	0.1672553925
632	0.1670197881
633	0.1668884756
634	0.1665535059
635	0.1663191702
636	0.1661871861
637	0.1658553679
638	0.1655173062
639	0.1653704475
640	0.1653300035
641	0.1649862427
642	0.1649057722
643	0.1646462176
644	0.1642753213
645	0.164034133
646	0.1639032823
647	0.1638193148
648	0.1637385938
649	0.1634263015
650	0.1632250016
651	0.1631249857
652	0.1630035022
653	0.1627909414
654	0.1624508221
655	0.1620606351
656	0.1619065426
657	0.1616160738
658	0.1615571338
659	0.1613585952
660	0.1611415175
661	0.1609248541
662	0.1606140991
663	0.1604742735
664	0.1604617072
665	0.1601923623
666	0.1598899064
667	0.1597592529
668	0.159498068
669	0.1593193736
670	0.1591642217
671	0.1589883708
672	0.1587664435
673	0.1585305266
674	0.1585205825
675	0.1584250972
676	0.1583466895
677	0.1582068624
678	0.15790822
679	0.1576371229
680	0.1574596965
681	0.1572084335
682	0.1570938926
683	0.1568625583
684	0.156723488
685	0.1564480589
686	0.1562608895
687	0.1560852196
688	0.1558491931
689	0.1556257358
690	0.1553188637
691	0.1550575034
692	0.1548208499
693	0.1546936247
694	0.1545067481
695	0.1542104869
696	0.1540996988
697	0.1538789095
698	0.1536070938
699	0.1533763525
700	0.1531768863
701	0.1530074666
702	0.1527156789
703	0.1525133678
704	0.1523659008
705	0.1522810071
706	0.1521973469
707	0.152053348
708	0.1518311139
709	0.1516368394
710	0.1514576496
711	0.1512390937
712	0.151068943
713	0.1508205819
714	0.1506907448
715	0.1504219266
716	0.1503887701
717	0.1502299371
718	0.1500694124
719	0.1499116784
720	0.1496534938
721	0.1494888504
722	0.1492083831
723	0.1490835269
724	0.1489372197
725	0.1486556476
726	0.1484773815
727	0.1482643512
728	0.1480370296
729	0.1478071911
730	0.1476417104
731	0.1474143856
732	0.1471413695
733	0.1470103261
734	0.1467750896
735	0.1466796801
736	0.1465878027
737	0.1464344368
738	0.1463691381
739	0.1461128406
740	0.1460446765
741	0.1457743608
742	0.1455864927
743	0.1454629202
744	0.1453071351
745	0.1452136979
746	0.1451522691
747	0.1450003355
748	0.1448406657
749	0.1447466625
750	0.1443805725
751	0.1442327578
752	0.1440975985
753	0.1440330259
754	0.1437685368
755	0.1436411133
756	0.1434808759
757	0.1433854403
758	0.1432290066
759	0.1430689883
760	0.1430244865
761	0.1428107899
762	0.142563105
763	0.1424530077
764	0.1422060472
765	0.1419610749
766	0.141837873
767	0.1417036527
768	0.1416426976
769	0.1414171249
770	0.1412401733
771	0.1411365832
772	0.1410709515
773	0.1408304014
774	0.1406236502
775	0.1403520186
776	0.1401316423
777	0.1400360037
778	0.1398583408
779	0.1397714124
780	0.1394840898
781	0.1393003286
782	0.139150415
783	0.1389877008
784	0.1388041956
785	0.1386489956
786	0.1384610003
787	0.1382657523
788	0.1381198536
789	0.1379779328
790	0.1377280657
791	0.1375895018
792	0.1372486696
793	0.1369867238
794	0.1367730171
795	0.1366533693
796	0.1364217524
797	0.1363627055
798	0.1362291119
799	0.1359518345
800	0.1358108922
801	0.1356504764
802	0.1355454673
803	0.1354239379
804	0.1353159053
805	0.1352366503
806	0.1351787605
807	0.1349191285
808	0.1347456547
809	0.1346927426
810	0.1346330796
811	0.1345020691
812	0.1342962536
813	0.1340990615
814	0.1339031052
815	0.1337235031
816	0.1335238509
817	0.1333449158
818	0.1331714137
819	0.1329392152
820	0.1328559336
821	0.1326028816
822	0.1323789338
823	0.1322584868
824	0.1320470726
825	0.1319176783
826	0.1317998758
827	0.131557445
828	0.1314166881
829	0.1312816544
830	0.1310490635
831	0.1309232775
832	0.1308467897
833	0.130701259
834	0.1306486793
835	0.1305209324
836	0.1303183516
837	0.1302662756
838	0.1301574605
839	0.1299448434
840	0.1298496879
841	0.1297328012
842	0.1296621993
843	0.1295045614
844	0.1293158898
845	0.129029034
846	0.1288318124
847	0.1287206577
848	0.1286672427
849	0.1284861883
850	0.1283588414
851	0.1282314584
852	0.1280565374
853	0.1278566963
854	0.127754516
855	0.1276462739
856	0.1275676693
857	0.1274077833
858	0.1272543851
859	0.1271622338
860	0.126980362
861	0.1267802322
862	0.1267193228
863	0.1266070081
864	0.1264947153
865	0.1264432557
866	0.1264382312
867	0.1263734288
868	0.126191988
869	0.1261389544
870	0.1260054993
871	0.1258807663
872	0.1257094072
873	0.1255823305
874	0.1254145142
875	0.1253664432
876	0.1253200165
877	0.1252959856
878	0.1252465432
879	0.1251226042
880	0.125086679
881	0.1248882003
882	0.1247778002
883	0.1246712787
884	0.1246301524
885	0.1245294612
886	0.1243639258
887	0.1242809688
888	0.1241073971
889	0.1240104698
890	0.1238250713
891	0.1237290152
892	0.1236867933
893	0.1235193328
894	0.1234047996
895	0.1232173083
896	0.1230666721
897	0.1229091942
898	0.1228492947
899	0.1227354101
900	0.1225247225
901	0.1224860309
902	0.122291393
903	0.1221819268
904	0.1220186243
905	0.1219483297
906	0.1218509432
907	0.1218166434
908	0.1216887087
909	0.1216274614
910	0.1215718389
911	0.1214826753
912	0.1213604827
913	0.1210756489
914	0.1209547466
915	0.1208213435
916	0.1207652692
917	0.1206636426
918	0.1206188986
919	0.1205042373
920	0.1203068705
921	0.1202698932
922	0.1201105155
923	0.1200156851
924	0.1198476908
925	0.1198124766
926	0.1196547183
927	0.1194721477
928	0.1193473734
929	0.1193134104
930	0.11924687
931	0.119108928
932	0.1190145213
933	0.1189060914
934	0.1187302269
935	0.1185980631
936	0.118553915
937	0.1184055356
938	0.1182344721
939	0.1180652792
940	0.1179625136
941	0.117875539
942	0.1177771903
943	0.1175788001
944	0.117546386
945	0.1175038747
946	0.117333475
947	0.1171938286
948	0.1170713133
949	0.117026494
950	0.1169060151
951	0.1167466356
952	0.1166984136
953	0.1165742458
954	0.1164977187
955	0.1163874916
956	0.1163552631
957	0.1161467197
958	0.1160435715
959	0.1160031527
960	0.1159303579
961	0.1157665892
962	0.1156317377
963	0.1154928104
964	0.1153431549
965	0.1151342374
966	0.1150123645
967	0.1149767018
968	0.1149371949
969	0.1149065603
970	0.1148734084
971	0.1147210484
972	0.1145572055
973	0.114484846
974	0.1144510243
975	0.1143476581
976	0.1141991644
977	0.1140723441
978	0.1139827568
979	0.1139649913
980	0.1138738347
981	0.1137762093
982	0.1136353708
983	0.1134379597
984	0.1133266345
985	0.1132688856
986	0.1131609502
987	0.1130502686
988	0.1130219057
989	0.1128545676
990	0.1127912857
991	0.1126391536
992	0.1126094934
993	0.1124892786
994	0.1124314203
995	0.1123996348
996	0.1123569449
997	0.1122663388
998	0.1121463357
999	0.1121103044
